travelCode,userCode,name,place,days,price,total,date
31413,300,Hotel K,Salvador (BH),4,263.41,1053.64,08/18/2022
31421,301,Hotel BP,Brasilia (DF),1,247.62,247.62,11/07/2019
31428,301,Hotel AU,Recife (PE),4,312.83,1251.32,12/26/2019
31430,301,Hotel Z,Aracaju (SE),3,208.04,624.12,01/09/2020
31431,301,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/16/2020
31433,301,Hotel Z,Aracaju (SE),1,208.04,208.04,01/30/2020
31434,301,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/06/2020
31435,301,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/13/2020
31437,301,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/27/2020
31438,301,Hotel BP,Brasilia (DF),1,247.62,247.62,03/05/2020
31448,301,Hotel Z,Aracaju (SE),2,208.04,416.08,05/14/2020
31450,301,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020
31456,301,Hotel BD,Natal (RN),1,242.88,242.88,07/09/2020
31458,301,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/23/2020
31459,301,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/30/2020
31462,301,Hotel BD,Natal (RN),1,242.88,242.88,08/20/2020
31463,301,Hotel AU,Recife (PE),3,312.83,938.49,08/27/2020
31467,301,Hotel A,Florianopolis (SC),1,313.02,313.02,09/24/2020
31470,301,Hotel Z,Aracaju (SE),2,208.04,416.08,10/15/2020
31474,301,Hotel BD,Natal (RN),2,242.88,485.76,11/12/2020
31478,301,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/10/2020
31484,301,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/21/2021
31486,301,Hotel BD,Natal (RN),4,242.88,971.52,02/04/2021
31488,301,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/18/2021
31491,301,Hotel BD,Natal (RN),1,242.88,242.88,03/11/2021
31492,301,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/18/2021
31493,301,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/25/2021
31498,301,Hotel AU,Recife (PE),4,312.83,1251.32,04/29/2021
31499,301,Hotel BP,Brasilia (DF),4,247.62,990.48,05/06/2021
31500,301,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/13/2021
31502,301,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/27/2021
31511,301,Hotel A,Florianopolis (SC),3,313.02,939.06,07/29/2021
31514,301,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/19/2021
31515,301,Hotel Z,Aracaju (SE),4,208.04,832.16,08/26/2021
31519,301,Hotel K,Salvador (BH),2,263.41,526.82,09/23/2021
31523,301,Hotel Z,Aracaju (SE),1,208.04,208.04,10/21/2021
31524,301,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/28/2021
31532,301,Hotel BP,Brasilia (DF),4,247.62,990.48,12/23/2021
31533,301,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/30/2021
31539,301,Hotel A,Florianopolis (SC),1,313.02,313.02,02/10/2022
31542,301,Hotel BD,Natal (RN),3,242.88,728.64,03/03/2022
31546,302,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/17/2019
31549,302,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/07/2019
31552,302,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019
31557,302,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/02/2020
31564,302,Hotel K,Salvador (BH),4,263.41,1053.64,02/20/2020
31565,302,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/27/2020
31568,302,Hotel Z,Aracaju (SE),4,208.04,832.16,03/19/2020
31571,302,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/09/2020
31572,302,Hotel K,Salvador (BH),4,263.41,1053.64,04/16/2020
31581,302,Hotel AU,Recife (PE),4,312.83,1251.32,06/18/2020
31585,303,Hotel BD,Natal (RN),4,242.88,971.52,10/03/2019
31586,303,Hotel K,Salvador (BH),2,263.41,526.82,10/10/2019
31589,303,Hotel K,Salvador (BH),4,263.41,1053.64,10/31/2019
31594,303,Hotel BP,Brasilia (DF),1,247.62,247.62,12/05/2019
31606,303,Hotel BD,Natal (RN),2,242.88,485.76,02/27/2020
31607,304,Hotel BD,Natal (RN),4,242.88,971.52,09/26/2019
31609,304,Hotel A,Florianopolis (SC),2,313.02,626.04,10/10/2019
31610,304,Hotel A,Florianopolis (SC),2,313.02,626.04,10/17/2019
31611,304,Hotel A,Florianopolis (SC),1,313.02,313.02,10/24/2019
31614,304,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
31621,304,Hotel BD,Natal (RN),1,242.88,242.88,01/02/2020
31626,304,Hotel BP,Brasilia (DF),4,247.62,990.48,02/06/2020
31627,304,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/13/2020
31629,304,Hotel A,Florianopolis (SC),1,313.02,313.02,02/27/2020
31630,304,Hotel K,Salvador (BH),2,263.41,526.82,03/05/2020
31636,304,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020
31642,304,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020
31643,304,Hotel K,Salvador (BH),4,263.41,1053.64,06/04/2020
31647,304,Hotel A,Florianopolis (SC),1,313.02,313.02,07/02/2020
31651,304,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/30/2020
31652,304,Hotel K,Salvador (BH),3,263.41,790.23,08/06/2020
31662,304,Hotel Z,Aracaju (SE),2,208.04,416.08,10/15/2020
31668,304,Hotel K,Salvador (BH),4,263.41,1053.64,11/26/2020
31672,304,Hotel K,Salvador (BH),4,263.41,1053.64,12/24/2020
31674,304,Hotel BD,Natal (RN),1,242.88,242.88,01/07/2021
31676,304,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/21/2021
31679,304,Hotel A,Florianopolis (SC),1,313.02,313.02,02/11/2021
31682,304,Hotel BD,Natal (RN),1,242.88,242.88,03/04/2021
31685,304,Hotel A,Florianopolis (SC),3,313.02,939.06,03/25/2021
31690,304,Hotel AU,Recife (PE),2,312.83,625.66,04/29/2021
31694,304,Hotel AU,Recife (PE),4,312.83,1251.32,05/27/2021
31701,304,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/15/2021
31703,304,Hotel BP,Brasilia (DF),1,247.62,247.62,07/29/2021
31709,304,Hotel Z,Aracaju (SE),3,208.04,624.12,09/09/2021
31717,304,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/04/2021
31725,304,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/30/2021
31727,304,Hotel A,Florianopolis (SC),1,313.02,313.02,01/13/2022
31731,304,Hotel K,Salvador (BH),4,263.41,1053.64,02/10/2022
31732,304,Hotel BD,Natal (RN),4,242.88,971.52,02/17/2022
31737,304,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/24/2022
31745,304,Hotel A,Florianopolis (SC),1,313.02,313.02,05/19/2022
31747,304,Hotel Z,Aracaju (SE),1,208.04,208.04,06/02/2022
31753,304,Hotel BP,Brasilia (DF),3,247.62,742.86,07/14/2022
31757,304,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/11/2022
31758,304,Hotel BD,Natal (RN),1,242.88,242.88,08/18/2022
31759,304,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/25/2022
31769,305,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/31/2019
31772,305,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019
31773,305,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/28/2019
31775,305,Hotel A,Florianopolis (SC),1,313.02,313.02,12/12/2019
31776,305,Hotel AU,Recife (PE),4,312.83,1251.32,12/19/2019
31783,305,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020
31784,305,Hotel A,Florianopolis (SC),1,313.02,313.02,02/13/2020
31792,305,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/09/2020
31795,305,Hotel A,Florianopolis (SC),1,313.02,313.02,04/30/2020
31798,305,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/21/2020
31806,306,Hotel Z,Aracaju (SE),4,208.04,832.16,10/24/2019
31807,306,Hotel Z,Aracaju (SE),3,208.04,624.12,10/31/2019
31809,306,Hotel Z,Aracaju (SE),1,208.04,208.04,11/14/2019
31810,306,Hotel Z,Aracaju (SE),1,208.04,208.04,11/21/2019
31813,306,Hotel BD,Natal (RN),3,242.88,728.64,12/12/2019
31815,306,Hotel A,Florianopolis (SC),1,313.02,313.02,12/26/2019
31820,306,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/30/2020
31821,306,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/06/2020
31822,306,Hotel K,Salvador (BH),4,263.41,1053.64,02/13/2020
31827,306,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/19/2020
31829,306,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/02/2020
31832,306,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/23/2020
31836,306,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/21/2020
31837,306,Hotel Z,Aracaju (SE),1,208.04,208.04,05/28/2020
31846,306,Hotel BD,Natal (RN),4,242.88,971.52,07/30/2020
31851,306,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/03/2020
31857,306,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/15/2020
31858,306,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/22/2020
31859,306,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/29/2020
31860,306,Hotel BP,Brasilia (DF),3,247.62,742.86,11/05/2020
31864,306,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/03/2020
31880,306,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/25/2021
31882,306,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/08/2021
31883,306,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/15/2021
31890,307,Hotel BP,Brasilia (DF),2,247.62,495.24,10/10/2019
31891,307,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/17/2019
31892,307,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/24/2019
31898,307,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/05/2019
31904,307,Hotel K,Salvador (BH),2,263.41,526.82,01/16/2020
31907,307,Hotel BP,Brasilia (DF),4,247.62,990.48,02/06/2020
31909,307,Hotel BD,Natal (RN),1,242.88,242.88,02/20/2020
31913,307,Hotel BP,Brasilia (DF),3,247.62,742.86,03/19/2020
31914,307,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
31916,307,Hotel AU,Recife (PE),2,312.83,625.66,04/09/2020
31924,307,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/04/2020
31926,307,Hotel BD,Natal (RN),2,242.88,485.76,06/18/2020
31928,307,Hotel AU,Recife (PE),3,312.83,938.49,07/02/2020
31932,307,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/30/2020
31935,307,Hotel BP,Brasilia (DF),1,247.62,247.62,08/20/2020
31938,307,Hotel AU,Recife (PE),3,312.83,938.49,09/10/2020
31949,307,Hotel K,Salvador (BH),4,263.41,1053.64,11/26/2020
31951,307,Hotel BD,Natal (RN),2,242.88,485.76,12/10/2020
31952,307,Hotel BD,Natal (RN),1,242.88,242.88,12/17/2020
31953,307,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/24/2020
31956,307,Hotel Z,Aracaju (SE),2,208.04,416.08,01/14/2021
31957,307,Hotel BD,Natal (RN),1,242.88,242.88,01/21/2021
31963,307,Hotel K,Salvador (BH),4,263.41,1053.64,03/04/2021
31966,307,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/25/2021
31967,307,Hotel K,Salvador (BH),3,263.41,790.23,04/01/2021
31968,307,Hotel BD,Natal (RN),3,242.88,728.64,04/08/2021
31970,307,Hotel A,Florianopolis (SC),2,313.02,626.04,04/22/2021
31972,307,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/06/2021
31973,307,Hotel BP,Brasilia (DF),4,247.62,990.48,05/13/2021
31985,307,Hotel A,Florianopolis (SC),1,313.02,313.02,08/05/2021
31988,307,Hotel K,Salvador (BH),1,263.41,263.41,08/26/2021
31995,307,Hotel K,Salvador (BH),3,263.41,790.23,10/14/2021
31996,307,Hotel BD,Natal (RN),2,242.88,485.76,10/21/2021
32007,307,Hotel K,Salvador (BH),1,263.41,263.41,01/06/2022
32010,307,Hotel K,Salvador (BH),1,263.41,263.41,01/27/2022
32014,307,Hotel AU,Recife (PE),4,312.83,1251.32,02/24/2022
32015,307,Hotel Z,Aracaju (SE),4,208.04,832.16,03/03/2022
32018,307,Hotel BP,Brasilia (DF),3,247.62,742.86,03/24/2022
32021,307,Hotel AU,Recife (PE),1,312.83,312.83,04/14/2022
32032,307,Hotel BD,Natal (RN),2,242.88,485.76,06/30/2022
32036,307,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/28/2022
32041,307,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/01/2022
32042,307,Hotel K,Salvador (BH),1,263.41,263.41,09/08/2022
32043,307,Hotel BD,Natal (RN),4,242.88,971.52,09/15/2022
32048,307,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/20/2022
32049,307,Hotel BD,Natal (RN),2,242.88,485.76,10/27/2022
32052,307,Hotel BP,Brasilia (DF),3,247.62,742.86,11/17/2022
32062,307,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/26/2023
32064,307,Hotel BP,Brasilia (DF),4,247.62,990.48,02/09/2023
32070,307,Hotel BD,Natal (RN),4,242.88,971.52,03/23/2023
32074,308,Hotel K,Salvador (BH),3,263.41,790.23,10/03/2019
32080,308,Hotel BD,Natal (RN),4,242.88,971.52,11/14/2019
32084,308,Hotel A,Florianopolis (SC),3,313.02,939.06,12/12/2019
32085,308,Hotel BD,Natal (RN),3,242.88,728.64,12/19/2019
32093,308,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/13/2020
32094,308,Hotel Z,Aracaju (SE),1,208.04,208.04,02/20/2020
32095,308,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/27/2020
32102,308,Hotel A,Florianopolis (SC),2,313.02,626.04,04/16/2020
32106,308,Hotel Z,Aracaju (SE),2,208.04,416.08,05/14/2020
32108,308,Hotel A,Florianopolis (SC),3,313.02,939.06,05/28/2020
32112,308,Hotel A,Florianopolis (SC),3,313.02,939.06,06/25/2020
32115,308,Hotel K,Salvador (BH),4,263.41,1053.64,07/16/2020
32121,308,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/27/2020
32122,308,Hotel BD,Natal (RN),4,242.88,971.52,09/03/2020
32124,308,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09/17/2020
32126,308,Hotel K,Salvador (BH),2,263.41,526.82,10/01/2020
32128,308,Hotel Z,Aracaju (SE),2,208.04,416.08,10/15/2020
32129,308,Hotel K,Salvador (BH),1,263.41,263.41,10/22/2020
32133,308,Hotel AU,Recife (PE),2,312.83,625.66,11/19/2020
32134,308,Hotel BP,Brasilia (DF),4,247.62,990.48,11/26/2020
32140,308,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/07/2021
32142,308,Hotel AU,Recife (PE),1,312.83,312.83,01/21/2021
32149,308,Hotel K,Salvador (BH),3,263.41,790.23,03/11/2021
32151,308,Hotel BP,Brasilia (DF),4,247.62,990.48,03/25/2021
32162,308,Hotel BD,Natal (RN),4,242.88,971.52,06/10/2021
32165,308,Hotel BD,Natal (RN),3,242.88,728.64,07/01/2021
32169,308,Hotel A,Florianopolis (SC),2,313.02,626.04,07/29/2021
32171,308,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/12/2021
32175,308,Hotel AU,Recife (PE),2,312.83,625.66,09/09/2021
32177,308,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/23/2021
32180,308,Hotel A,Florianopolis (SC),3,313.02,939.06,10/14/2021
32181,308,Hotel A,Florianopolis (SC),1,313.02,313.02,10/21/2021
32182,308,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/28/2021
32183,308,Hotel BP,Brasilia (DF),2,247.62,495.24,11/04/2021
32184,308,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/11/2021
32189,308,Hotel K,Salvador (BH),4,263.41,1053.64,12/16/2021
32198,308,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/17/2022
32200,308,Hotel BD,Natal (RN),3,242.88,728.64,03/03/2022
32203,308,Hotel BD,Natal (RN),2,242.88,485.76,03/24/2022
32204,308,Hotel AU,Recife (PE),4,312.83,1251.32,03/31/2022
32205,308,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/07/2022
32213,308,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/02/2022
32216,308,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/23/2022
32217,308,Hotel A,Florianopolis (SC),3,313.02,939.06,06/30/2022
32224,308,Hotel Z,Aracaju (SE),2,208.04,416.08,08/18/2022
32234,308,Hotel BD,Natal (RN),2,242.88,485.76,10/27/2022
32237,308,Hotel Z,Aracaju (SE),3,208.04,624.12,11/17/2022
32238,308,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/24/2022
32248,309,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/10/2019
32249,309,Hotel Z,Aracaju (SE),1,208.04,208.04,10/17/2019
32252,309,Hotel Z,Aracaju (SE),1,208.04,208.04,11/07/2019
32254,309,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/21/2019
32257,309,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/12/2019
32260,309,Hotel BD,Natal (RN),3,242.88,728.64,01/02/2020
32267,309,Hotel A,Florianopolis (SC),3,313.02,939.06,02/20/2020
32271,309,Hotel K,Salvador (BH),3,263.41,790.23,03/19/2020
32275,309,Hotel BD,Natal (RN),4,242.88,971.52,04/16/2020
32287,309,Hotel K,Salvador (BH),4,263.41,1053.64,07/09/2020
32289,309,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/23/2020
32291,309,Hotel Z,Aracaju (SE),2,208.04,416.08,08/06/2020
32292,309,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/13/2020
32293,309,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/20/2020
32296,309,Hotel Z,Aracaju (SE),1,208.04,208.04,09/10/2020
32298,309,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/24/2020
32304,309,Hotel BD,Natal (RN),4,242.88,971.52,11/05/2020
32307,309,Hotel K,Salvador (BH),3,263.41,790.23,11/26/2020
32308,309,Hotel BD,Natal (RN),1,242.88,242.88,12/03/2020
32309,309,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/10/2020
32310,309,Hotel BP,Brasilia (DF),3,247.62,742.86,12/17/2020
32324,310,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/17/2019
32326,310,Hotel Z,Aracaju (SE),3,208.04,624.12,10/31/2019
32329,310,Hotel A,Florianopolis (SC),3,313.02,939.06,11/21/2019
32331,310,Hotel K,Salvador (BH),2,263.41,526.82,12/05/2019
32333,310,Hotel BD,Natal (RN),3,242.88,728.64,12/19/2019
32337,310,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/16/2020
32338,310,Hotel BD,Natal (RN),2,242.88,485.76,01/23/2020
32344,310,Hotel BD,Natal (RN),4,242.88,971.52,03/05/2020
32345,310,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020
32351,310,Hotel BD,Natal (RN),1,242.88,242.88,04/23/2020
32357,310,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/04/2020
32361,310,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/02/2020
32362,310,Hotel A,Florianopolis (SC),2,313.02,626.04,07/09/2020
32363,310,Hotel BP,Brasilia (DF),2,247.62,495.24,07/16/2020
32368,310,Hotel Z,Aracaju (SE),3,208.04,624.12,08/20/2020
32372,311,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019
32377,311,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/31/2019
32380,312,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/26/2019
32383,312,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/17/2019
32384,312,Hotel AU,Recife (PE),2,312.83,625.66,10/24/2019
32387,312,Hotel BP,Brasilia (DF),2,247.62,495.24,11/14/2019
32388,312,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019
32389,312,Hotel A,Florianopolis (SC),1,313.02,313.02,11/28/2019
32399,312,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/06/2020
32400,312,Hotel BP,Brasilia (DF),3,247.62,742.86,02/13/2020
32401,312,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/20/2020
32407,312,Hotel A,Florianopolis (SC),3,313.02,939.06,04/02/2020
32411,312,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/30/2020
32417,312,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/11/2020
32418,312,Hotel A,Florianopolis (SC),1,313.02,313.02,06/18/2020
32423,312,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/23/2020
32425,312,Hotel BP,Brasilia (DF),3,247.62,742.86,08/06/2020
32429,312,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/03/2020
32436,312,Hotel Z,Aracaju (SE),2,208.04,416.08,10/22/2020
32438,312,Hotel A,Florianopolis (SC),2,313.02,626.04,11/05/2020
32439,312,Hotel BD,Natal (RN),1,242.88,242.88,11/12/2020
32441,312,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020
32442,312,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/03/2020
32449,312,Hotel Z,Aracaju (SE),1,208.04,208.04,01/21/2021
32451,312,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/04/2021
32452,312,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/11/2021
32455,312,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/04/2021
32458,312,Hotel AU,Recife (PE),3,312.83,938.49,03/25/2021
32462,312,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/22/2021
32465,312,Hotel BD,Natal (RN),3,242.88,728.64,05/13/2021
32467,312,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/27/2021
32473,312,Hotel K,Salvador (BH),3,263.41,790.23,07/08/2021
32475,312,Hotel A,Florianopolis (SC),2,313.02,626.04,07/22/2021
32476,312,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/29/2021
32477,312,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/05/2021
32481,312,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/02/2021
32483,312,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/16/2021
32486,312,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/07/2021
32491,312,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/11/2021
32494,312,Hotel BP,Brasilia (DF),3,247.62,742.86,12/02/2021
32502,312,Hotel K,Salvador (BH),4,263.41,1053.64,01/27/2022
32504,312,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/10/2022
32514,312,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/21/2022
32518,312,Hotel BP,Brasilia (DF),4,247.62,990.48,05/19/2022
32519,312,Hotel BD,Natal (RN),2,242.88,485.76,05/26/2022
32521,312,Hotel K,Salvador (BH),1,263.41,263.41,06/09/2022
32522,312,Hotel K,Salvador (BH),2,263.41,526.82,06/16/2022
32524,312,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/30/2022
32530,312,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/11/2022
32534,312,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/08/2022
32548,312,Hotel BP,Brasilia (DF),1,247.62,247.62,12/15/2022
32550,312,Hotel A,Florianopolis (SC),1,313.02,313.02,12/29/2022
32553,312,Hotel A,Florianopolis (SC),3,313.02,939.06,01/19/2023
32559,313,Hotel BD,Natal (RN),3,242.88,728.64,10/31/2019
32567,313,Hotel K,Salvador (BH),4,263.41,1053.64,12/26/2019
32570,313,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/16/2020
32574,313,Hotel K,Salvador (BH),3,263.41,790.23,02/13/2020
32575,313,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/20/2020
32577,313,Hotel BD,Natal (RN),4,242.88,971.52,03/05/2020
32582,313,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/09/2020
32591,313,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/11/2020
32595,313,Hotel AU,Recife (PE),1,312.83,312.83,07/09/2020
32596,313,Hotel K,Salvador (BH),4,263.41,1053.64,07/16/2020
32602,314,Hotel BD,Natal (RN),4,242.88,971.52,10/03/2019
32603,314,Hotel AU,Recife (PE),3,312.83,938.49,10/10/2019
32608,314,Hotel AU,Recife (PE),2,312.83,625.66,11/14/2019
32609,314,Hotel AU,Recife (PE),3,312.83,938.49,11/21/2019
32614,314,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/26/2019
32623,314,Hotel Z,Aracaju (SE),4,208.04,832.16,02/27/2020
32627,314,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020
32628,314,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/02/2020
32629,314,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/09/2020
32635,314,Hotel K,Salvador (BH),3,263.41,790.23,05/21/2020
32642,314,Hotel BP,Brasilia (DF),2,247.62,495.24,07/09/2020
32643,314,Hotel AU,Recife (PE),1,312.83,312.83,07/16/2020
32646,314,Hotel K,Salvador (BH),4,263.41,1053.64,08/06/2020
32647,314,Hotel A,Florianopolis (SC),4,313.02,1252.08,08/13/2020
32648,314,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/20/2020
32650,314,Hotel Z,Aracaju (SE),3,208.04,624.12,09/03/2020
32654,314,Hotel A,Florianopolis (SC),2,313.02,626.04,10/01/2020
32659,314,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/05/2020
32660,314,Hotel BD,Natal (RN),3,242.88,728.64,11/12/2020
32665,314,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/17/2020
32671,314,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/28/2021
32672,314,Hotel BD,Natal (RN),1,242.88,242.88,02/04/2021
32673,314,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/11/2021
32675,314,Hotel AU,Recife (PE),3,312.83,938.49,02/25/2021
32680,314,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/01/2021
32682,314,Hotel Z,Aracaju (SE),3,208.04,624.12,04/15/2021
32683,314,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/22/2021
32688,314,Hotel Z,Aracaju (SE),1,208.04,208.04,05/27/2021
32691,314,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/17/2021
32693,314,Hotel K,Salvador (BH),3,263.41,790.23,07/01/2021
32695,314,Hotel BP,Brasilia (DF),4,247.62,990.48,07/15/2021
32697,314,Hotel BD,Natal (RN),3,242.88,728.64,07/29/2021
32703,314,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/09/2021
32704,314,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/16/2021
32707,314,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/07/2021
32709,314,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/21/2021
